name,price,discount,memory,display,camera,battery,warranty,processor
"realme P3 Pro 5G (Nebula Glow, 256 GB)","₹20,999",40% off,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"realme P3 Pro 5G (Saturn Brown, 128 GB)","₹20,999",30% off,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"realme P3 Pro 5G (Nebula Glow, 128 GB)","₹8,699",7% off,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"realme P3 Pro 5G (Galaxy Purple, 256 GB)","₹19,999",17% off,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"realme P3 Pro 5G (Nebula Glow, 256 GB)","₹10,749",32% off,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹19,999",20% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"realme P3 Pro 5G (Saturn Brown, 128 GB)","₹19,999",13% off,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹1,548",37% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹35,999",14% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"realme P3 Pro 5G (Nebula Glow, 128 GB)","₹11,999",32% off,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7s Gen 3 Mobile Platform Processor
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹18,999",41% off,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0MP Front Camera,1450 mAh Battery,NA,6261D Processor
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹1,369",30% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹17,499",26% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"POCO X7 5G (Cosmic Silver, 256 GB)",₹974,40% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Dimensity 7300 Ultra Processor
itel it5262,"₹13,499",31% off,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty,2000 mAh Battery
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹19,999",22% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
Nokia 105 Classic without Charger,"₹1,249",17% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,800 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,SC6531E Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)",₹482,23% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹46,999",1% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
Kechaoda K28 PRO,"₹11,999",28% off,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Battery,1 Year Manufacturer Warranty,3000 mAh Battery
Snexian GURU 315,₹999,41% off,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,3 Months Company Warranty,1000 mAh Battery
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹19,400",22% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹1,74,999",36% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
Jio V2 Keypad Phone (UPI) Locked,"₹1,249",37% off,20 MB RAM | 20 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1000 mAh Battery
"REDMI Note 14 5G (Phantom Purple, 256 GB)","₹8,699",31% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,1 Year,5110 mAh Battery
"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹10,749",34% off,12 GB RAM | 256 GB ROM,20.32 cm (8 inch) QXGA+ Display,200MP + 12MP + 10MP | 10MP Front Camera,4400 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Snapdragon 8 Elite for Galaxy Processor
Kechaoda K9,"₹9,999",36% off,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,1 Year Manufacturer Warranty,1700 mAh Battery
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹17,999",54% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹19,999",40% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"POCO M6 Plus 5G (Misty Lavender, 128 GB)","₹25,999",32% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Snapdragon 4 Gen2 AE Processor
"realme 14T 5G (Obsidian Black, 128 GB)",₹999,34% off,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹11,499",22% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"realme 15 5G (Flowing Silver, 128 GB)","₹33,999",37% off,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mediatek Dimensity 7300+ 5G Processor
Kechaoda K200,"₹10,999",37% off,32 MB RAM | 32 MB ROM,3.3 cm (1.3 inch) Display,0.3MP Rear Camera,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,400 mAh Battery
"realme C73 5G (Crystal Purple, 128 GB)","₹35,999",32% off,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 6300 Processor
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹11,999",21% off,8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7 Gen 4 Processor
"Motorola g45 5G (Brilliant Green, 128 GB)","₹11,899",34% off,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Snapdragon 6s Gen 3 Processor
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹26,990",41% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹17,499",13% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)","₹13,499",52% off,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery
"realme 13 Pro+ 5G (Monet Gold, 256 GB)","₹1,393",52% off,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7s Gen2 Processor
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹65,999",10% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹19,999",9% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
Samsung Metro 313,"₹1,799",40% off,4 MB RAM | 2.27 MB ROM,5.08 cm (2 inch) VGA Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1000 mAh Battery
"vivo X200 5G (Natural Green, 256 GB)","₹46,999",31% off,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 50MP + 50MP | 32MP Front Camera,5800 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 9400 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹11,999",8% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Nokia 110 4G Dual Sim, Keypad Mobile, Wireless FM Radio and Rear Camera","₹18,490",7% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,1450 mAh Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,T107 Processor
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹12,199",23% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹8,699",28% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy M35 5G (Moonlight Blue, 128 GB)","₹10,749",40% off,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 YEAR,6000 mAh Battery
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹49,999",21% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4 Gen 2 5G Processor
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹30,999",41% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹19,999",18% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Motorola Razr 60 (PANTONE Spring Bud, 256 GB)","₹28,999",37% off,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 7400X Processor
"vivo V50e 5G (Sapphire Blue, 256 GB)","₹25,999",31% off,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Dimensity 7300 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹33,999",50% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"vivo V50e 5G (Sapphire Blue, 128 GB)","₹28,999",15% off,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Dimensity 7300 Processor
"realme 15 5G (Flowing Silver, 128 GB)","₹15,999",40% off,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mediatek Dimensity 7300+ 5G Processor
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹35,999",32% off,8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7 Gen 4 Processor
"vivo V50e 5G (Pearl White, 128 GB)","₹11,999",52% off,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Dimensity 7300 Processor
"Infinix Note 40 5G (Ttan Gold, 256 GB)","₹7,999",34% off,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,1 Year on Handset,Dimensity 7020 Processor
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",₹999,18% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹17,499",37% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"realme C30s (Stripe Black, 64 GB)",₹940,32% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Unisoc SC9863A/ Unisoc SC9863A1 Processor
LAVA Hero Shakti Keypad Mobile|1.8 inch Big Display|Auto Call Recording|Wireless FM,"₹13,499",59% off,32 GB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,800 mAh Battery
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹19,999",6% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
Kechaoda A26,"₹10,499",41% off,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,1 Year DOMESTIC WARRANTY,NA Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹10,499",26% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹11,999",40% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Infinix Hot 50 5G (Dreamy Purple, 128 GB)","₹46,999",31% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 6300 Processor
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹10,499",33% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 6300 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹26,999",48% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹8,699",23% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Infinix Hot 50 5G (Sage Green, 128 GB)","₹2,161",28% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 6300 Processor
"realme 14 Pro 5G (Pearl White, 256 GB)","₹10,749",35% off,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 7300 Energy Processor
